o:id,url,o:resource_template,o:resource_class,o:owner,o:is_public,o:item_set/o:id,o:item_set/dcterms:title,o:media/o:id,o:media/file,dcterms:title,dcterms:creator,dcterms:description,dcterms:publisher,dcterms:contributor,dcterms:date,dcterms:type,dcterms:identifier,dcterms:source,dcterms:language,dcterms:rights,dcterms:abstract,dcterms:created,dcterms:extent,dcterms:isPartOf,dcterms:isReferencedBy,dcterms:dateSubmitted,dcterms:educationLevel,bibo:contributorList,bibo:director,bibo:editor,bibo:owner,bibo:performer,bibo:presentedAt,bibo:translator,bibo:content,bibo:doi,bibo:edition,bibo:isbn,bibo:issn,bibo:issue,bibo:lccn,bibo:numPages,bibo:number,bibo:pages,bibo:section,bibo:shortTitle,bibo:uri,bibo:volume,foaf:firstName,foaf:lastName,foaf:givenName,foaf:homepage,foaf:account,foaf:accountServiceHomepage,foaf:accountName,skos:semanticRelation,skos:broader,skos:closeMatch,skos:prefLabel,skos:altLabel,schema:url,schema:participant,schema:identifier,schema:sameAs,schema:provider,schema:educationalLevel,schema:address,schema:color,schema:contentSize,schema:endDate,schema:orderNumber,schema:programmingLanguage,schema:query,schema:relatedLink,schema:serverStatus,schema:serviceUrl,schema:size,schema:startDate,schema:upvoteCount,schema:worksFor,schema:duration,cito:isCompiledBy,ma:hasContributedTo,ma:isChapterOf,jdc:x,jdc:y,jdc:hasActant,jdc:hasConcept,jdc:hasCrible,jdc:hasCribleCarto,jdc:complexity,jdc:hexaQ,jdc:hexaR,jdc:hexaS,jdc:hasRencontre,jdc:valeurUtilite,fup8:hasEC,fup8:hasParcours,fup8:hasUniversity,fup8:hasDepartement,fup8:hasUFR,fup8:hasMention
299730,http://localhost/samszo/omk/s/cartoaffect/item/299730,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,299328,,,,open-edition,,"Conception d’un site Web pour l’édition de revue scientifique en Open Access",,,,,51836479,,,,,,,301733,,,,,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/open-edition,,,,,,,,,,299621,,,300730,,,,"22221399 | 6796301 | 2293516 | 757074 | 540416 | 48011 | 6620 | 3390 | 270",2016-02-17T13:03:41Z,19,"108369 | 89711 | 96621 | 102418",,https://www.openscience.fr/Accueil,,,217560,2015-06-16T13:09:36Z,0,,,,,,,,,,,,"434 | 430 | 318 | 316",,,,,,,,,,,
299731,http://localhost/samszo/omk/s/cartoaffect/item/299731,,schema:Project,samuel.szoniecky@univ-paris8.fr,true,299328,,,,"Atelier CreaTIC : Hyperurbain Paris <-> Milan",,,,,,,,,,,,,,301735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61173 | 299620",,,,,,,,2016-05-15,20,,,,,,,2016-01-26,,299593,,,,,,,,,,,"179 | 175 | 139 | 137",,,,,,,,,,,
299732,http://localhost/samszo/omk/s/cartoaffect/item/299732,,schema:Project,samuel.szoniecky@univ-paris8.fr,true,299328,,,,"Atelier CreaTIC : Proverbes et E-éducation",,,,,,,,,,,,,,301735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"299618 | 299619",,,,,,,,2016-04-06,21,,,,,,,2016-01-24,,299593,,,,,,,,,,,"165 | 161 | 125 | 123",,,,,,,,,,,
299733,http://localhost/samszo/omk/s/cartoaffect/item/299733,,schema:Project,samuel.szoniecky@univ-paris8.fr,true,299328,,,,"Navigateur conceptuel dans les vedettes matières Rameau",,"Projet développé en collaboration avec les chercheurs de l’ANR Biolographes",,,,,,,,,,,,301732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-12,22,,,https://jardindesconnaissances.univ-paris8.fr/public/editinflu/navigrameau?label=Histoire%20m%C3%A9di%C3%A9vale,,,,2015-11-03,,,,,,,,,,,,,"65 | 61 | 155 | 153",,,,,,,,,,,
299734,http://localhost/samszo/omk/s/cartoaffect/item/299734,,schema:Project,samuel.szoniecky@univ-paris8.fr,true,299328,,,,"Formulaire de capture de émotions",,,,,,,,,,,,,,301732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-30,23,,,"https://jardindesconnaissances.univ-paris8.fr/public/graph/roueemotion | https://jardindesconnaissances.univ-paris8.fr/public/graph/emostat",,,,2015-02-04,,299401,,,,,,,,,,,"109 | 105 | 83 | 81",,,,,,,,,,,
299735,http://localhost/samszo/omk/s/cartoaffect/item/299735,,schema:Project,samuel.szoniecky@univ-paris8.fr,true,299328,,,,"Atelier CreaTIC : Les archives en Italie",,"Aide à la conception d’un site web",,,,,,,,,,,,301735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-05,24,,,,,,,2015-01-25,,299593,,,,,,,,,,,"103 | 99 | 81 | 79",,,,,,,,,,,
299736,http://localhost/samszo/omk/s/cartoaffect/item/299736,,schema:Project,samuel.szoniecky@univ-paris8.fr,true,299328,,,,EditInflu,,"Outils pour la modélisation des influences, projet développé en collaboration avec les chercheurs de l’ANR Biolographes",,,,,,,,,,,,301731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,25,,,,,,,2014,,,,,,,,,,,,,"60 | 56 | 46 | 44",,,,,,,,,,,
299737,http://localhost/samszo/omk/s/cartoaffect/item/299737,,schema:Project,samuel.szoniecky@univ-paris8.fr,true,299328,,,,"Navigateur à facette",,"Mis en pratique pour l’histoire de la biologie, projet développé en collaboration avec les chercheurs de l’ANR Biolographes",,,,,,,,,,,,301731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,26,,,,,,,2014,,,,,,,,,,,,,"60 | 56 | 46 | 44",,,,,,,,,,,
299738,http://localhost/samszo/omk/s/cartoaffect/item/299738,,schema:Project,samuel.szoniecky@univ-paris8.fr,true,299328,,,,"Visualisation des points de vue sur les catégories d’influences",,"Projet développé en collaboration avec les chercheurs de l’ANR Biolographes",,,,,,,,,,,,301731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,27,,,https://jardindesconnaissances.univ-paris8.fr/public/biolographes/comparecat,,,,2014,,,,,,,,,,,,,"65 | 61 | 51 | 49",,,,,,,,,,,
299739,http://localhost/samszo/omk/s/cartoaffect/item/299739,,schema:Project,samuel.szoniecky@univ-paris8.fr,true,299328,,,,GAPAII,,"Génération Automatique de Proverbes et Analyse des Interprétation exprimées sur Internet, Projet LABEX ARTS-H2H avec H. Hachour, N. Bouhai et UMR Structures Formelles du Langage 7023",,,,,,,,,,,,301734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61152 | 61522",,,,,,,,2014,28,,,,,,,2012,,,,,,,,,,,,,"154 | 150 | 258 | 256",,,,,,,,,,,
299740,http://localhost/samszo/omk/s/cartoaffect/item/299740,,schema:Project,samuel.szoniecky@univ-paris8.fr,true,299328,,,,GEVU,,"Outil pour l'évaluation globale des territoires urbains avec N. Bouhai, A. Atrash, C. Dezaille et Laboratoire TVES – Lille 1. Cet outil pour l’évaluation de l’accessibilité par des personnes handicapées des bâtiments et des voiries est conçu et développé en partenariat avec le Laboratoire TVES dans le cadre d’un contrat de recherche.",,,,,,,,,,,,301731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61152,,,,,,,,2014,29,,,,,,,2012,,,,,,,,,,,,,"107 | 103 | 549 | 547",,,,,,,,,,,
299741,http://localhost/samszo/omk/s/cartoaffect/item/299741,,schema:Project,samuel.szoniecky@univ-paris8.fr,true,299328,,,,"Territorialité de l'art",,"Application Web développée pour évaluer une œuvre artistique par rapport à des cartes géographiques, thématiques, conceptuelles.",,,,,,,,,,,,301732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,30,,,,,,,2012,,,,,,,,,,,,,"60 | 56 | 46 | 44",,,,,,,,,,,
299742,http://localhost/samszo/omk/s/cartoaffect/item/299742,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,299328,,,,tweetpalette,,"Dans le cadre des cours 2011-2012, conception d’un outil pour envoyer des tweet à partir d’une cartographie conceptuelle.",,,,,35866810,,,,,,,,,,,,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/tweetpalette,,,,,,,,,,299617,,,300730,,,,"19884 | 9864 | 2906",2015-05-19T07:40:40Z,31,"89711 | 96621 | 108369",,https://jardindesconnaissances.univ-paris8.fr/public/tweetpalette,,,2088,2015-01-19T07:38:34Z,0,,,,,299360,,,,,,,"362 | 358 | 327 | 274",,,,,,299421,,,,,
299743,http://localhost/samszo/omk/s/cartoaffect/item/299743,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,299328,,,,generateur,,"En collaboration  avec Jean-Pierre Balpe, conception et développement d’un nouveau générateur de texte accessible sur le Web",,,,,35866756,,,,,,,301895,,,,,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/generateur,,,,,,,,,,61153,,,300730,,,,"958146 | 216808 | 12097 | 9230 | 3873 | 32",2022-12-02T07:15:17Z,32,"108369 | 89711 | 96621 | 102418",,https://artnum.univ-paris8.fr/balpe/generateur/services/capture.php?gen=bios,,,97603,2015-05-19T07:37:32Z,0,,,,,,,,,,,,"436 | 326 | 324",,,,,,,,,,,
299744,http://localhost/samszo/omk/s/cartoaffect/item/299744,,schema:Project,samuel.szoniecky@univ-paris8.fr,true,299328,,,,"Diagramme pour l’exploration d'une folksonomie",,"Application Web développée pour naviguer dans les signets définis par les enseignants du département Hypermédia de l’Université Paris 8, à partir de diagrammes générés dynamiquement.",,,,,,,,,,,,301732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,33,,,,,,,2010,,,,,,,,,,,,,"60 | 56 | 46 | 44",,,,,,,,,,,
299745,http://localhost/samszo/omk/s/cartoaffect/item/299745,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,299328,,,,yc-passerelle,,"Explorateur d'interview avec Claude Yacoub et Odile Farge
Outils pour naviguer dans un recueil d’interviews à partir d’une interface 3D",,,,,35866739,,,,,,,301731,,,,,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/yc-passerelle,,,,,,,,,,"61424 | 62343",,,300730,,,,"66378 | 10326 | 742 | 142",2015-05-19T07:38:11Z,34,"89711 | 96621 | 102418 | 158736",,,,,144,2015-05-19T07:37:11Z,0,,,,,,,,,,,,"470 | 466 | 354 | 352",,,,,,,,,,,
299746,http://localhost/samszo/omk/s/cartoaffect/item/299746,,schema:Project,samuel.szoniecky@univ-paris8.fr,true,299328,,,,"WebStudies Garden",,"Dans le cadre d'un atelier sur le jeu et le design d’information, conception et développement d’un outil pour comparer deux bookmark delicious sous la forme d'un jardin.",,,,,,,,,,,,301732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-03-05,35,,,,,,,2010-03-01,,,,,,,,,,,,,"60 | 56 | 46 | 44",,,,,,,,,,,
299747,http://localhost/samszo/omk/s/cartoaffect/item/299747,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,299328,,,,archipoenum,,"En collaboration avec Philippe Bootz et Abderrahim Bargaoui 
Application Web pour archiver une collection d’œuvre de poésie numérique et de point de vue sur ces œuvres.",,,,,35866879,,,,,,,301731,,,,,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/archipoenum,,,,,,,,,,61224,,,300730,,,,"41697 | 157",2015-05-19T07:43:55Z,36,"89711 | 102418",,https://github.com/samszo/archipoenum,,,15468,2015-05-19T07:40:13Z,0,,,,,,,,,,,,"302 | 298 | 306 | 304",,,,,,,,,,,
299748,http://localhost/samszo/omk/s/cartoaffect/item/299748,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,299328,,,,evalactisem,,"En collaboration avec avec Pierre Lévy et Amel Bourenane :  Outil pour l'évaluation de l'activité sémantique par la traduction en IEML d'une folksonomie Delicious.",,,,,35866941,,,,,,,301731,,,,,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/evalactisem,,,,,,,,,,61132,,,300730,,,,"578133 | 391938 | 1885 | 1876 | 16",2015-05-19T07:47:07Z,37,"89711 | 108369 | 96621 | 102418",,https://github.com/samszo/evalactisem,,,13060,2015-05-19T07:41:28Z,0,,,,,,,,,,,,"432 | 428 | 394 | 392",,,,,,,,,,,
299749,http://localhost/samszo/omk/s/cartoaffect/item/299749,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,299328,,,,chaoticum-papillonae,,,,,,,35866724,,,,,,,301893,,,,,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/chaoticum-papillonae,,,,,,,,,,,,,300730,,,,"54022 | 537 | 76",2015-05-19T07:37:37Z,38,"108369 | 96621 | 102418",,https://samszo.univ-paris8.fr/ChaoticumPapillonae/,,,140,2015-05-19T07:36:45Z,0,,,,,,,,,,,,"316 | 312 | 236 | 234",,,,,,,,,,,
299750,http://localhost/samszo/omk/s/cartoaffect/item/299750,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,299328,,,,evalactipol,,"Application Web pour l'évaluation de l’activité politique.",,,,,35866994,,,,,,,301731,,,,,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/evalactipol,,,,,,,,,,,,,300730,,,,"2131001 | 748483 | 491496 | 157245 | 104637 | 75726 | 9586 | 6201 | 4333 | 3786",2015-05-19T07:47:36Z,,"108369 | 96621 | 89711 | 102418",,https://github.com/samszo/evalactipol,,,26292,2015-05-19T07:42:25Z,0,,,,,,,,,,,,"401 | 397 | 361 | 359",,,,,,,,,,,
301766,http://localhost/samszo/omk/s/cartoaffect/item/301766,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,EvalEtu,,,,,,,13146075,,,,,,,301730,,,,"300969 | 300735 | 300971 | 300973 | 300975 | 300977 | 300979 | 300981 | 300983 | 300985 | 300987 | 300989 | 300991 | 300993 | 300995 | 300997 | 300999 | 301001 | 301003 | 301005 | 301007 | 301009 | 301011 | 301013 | 301015 | 301017 | 301019 | 301021 | 301023 | 301025 | 301027 | 301029 | 301031 | 301033 | 301035 | 301037 | 301039",,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/EvalEtu,,,,,,,,,,,,,300730,,,,"2271019 | 829553 | 379860",2013-12-19T08:58:53Z,,"89711 | 102418 | 108369",,,,,17738,2013-09-27T09:07:32Z,2,,,,"36 | 29 | 24 | 16 | 14 | 12 | 11 | 10 | 9 | 8 | 7 | 6 | 5 | 4 | 3 | 2 | 1",,,,,,,,"2552 | 2004",,,,,,,,,,,
301767,http://localhost/samszo/omk/s/cartoaffect/item/301767,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,LaMuseMent,,,,,,,13803342,,,,,,,301732,,,,300735,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/LaMuseMent,,,,,,,,,,,,,300730,,,,"68930 | 9009",2017-07-23T15:36:56Z,,"89711 | 96621",,,,,206,2013-10-23T13:22:35Z,0,,,,2,,,,,,,,"299 | 237",,,,,,,,,,,
301768,http://localhost/samszo/omk/s/cartoaffect/item/301768,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,texteGraphique,,,,,,,14200133,,,,,,,299728,,,,"301515 | 300735",,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/texteGraphique,,,,,,,,,,,,,300730,,,,602,2013-11-14T14:27:56Z,,,,,,,327,2013-11-07T09:59:45Z,0,,,,"6 | 1",,,,,,,,"308 | 250",,,,,,,,,,,
301769,http://localhost/samszo/omk/s/cartoaffect/item/301769,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,LeRoiDesCons,,,,,,,14586559,,,,,,,301732,,,,300735,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/LeRoiDesCons,,,,,,,,,,,,,300730,,,,0,2013-11-21T12:12:18Z,,,,,,,108,2013-11-21T12:09:55Z,0,,,,2,,,,,,,,"177 | 151",,,,,,,,,,,
301770,http://localhost/samszo/omk/s/cartoaffect/item/301770,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,Cross-Reading,,,,,,,15101282,,,,,,,301731,,,,300735,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/Cross-Reading,,,,,,,,,,,,,300730,,,,0,2013-12-11T08:03:01Z,,,,,,,156,2013-12-11T07:53:21Z,0,,,,2,,,,,,,,"177 | 151",,,,,,,,,,,
301771,http://localhost/samszo/omk/s/cartoaffect/item/301771,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,GeText,,,,,,,15106881,,,,,,,301732,,,,"300735 | 300977 | 300973 | 301031",,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/GeText,,,,,,,,,,,,,300730,,,,"13392 | 5401 | 2165",2014-08-23T10:38:42Z,,"108369 | 102418 | 89711",,,,,51509,2013-12-11T12:32:11Z,1,,,,"35 | 11 | 5 | 1",,,,,,,,"545 | 427",,,,,,,,,,,
301774,http://localhost/samszo/omk/s/cartoaffect/item/301774,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,3deleuze,,,,,,,15901973,,,,,,,301732,,,,"300735 | 300737 | 300739",,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/3deleuze,,,,,,,,,,,,,300730,,,,"42502 | 22946 | 5159 | 1231",2017-07-10T08:45:40Z,,"89711 | 96621 | 102418 | 108369",,,,,1747,2014-01-14T12:58:52Z,0,,,,"16 | 6 | 3",,,,,,,,"547 | 421",,,,,,,,,,,
301775,http://localhost/samszo/omk/s/cartoaffect/item/301775,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,TopDalia,,,,,,,17362755,,,,,,,301732,,,,300735,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/TopDalia,,,,,,,,,,,,,300730,,,,0,2014-04-11T06:42:39Z,,,,,,,0,2014-03-03T10:33:38Z,0,,,,1,,,,,,,,"177 | 151",,,,,,,,,,,
301776,http://localhost/samszo/omk/s/cartoaffect/item/301776,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,gapaii,,,,,,,20804750,,,,,,,299739,,,,300735,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/gapaii,,,,,,,,,,,,,300730,,,,"786667 | 50224 | 365",2014-11-11T07:57:16Z,,"108369 | 89711 | 102418",,,,,4390,2014-06-13T13:20:01Z,1,,,,4,,,,,,,,"414 | 324",,,,,,,,,,,
301777,http://localhost/samszo/omk/s/cartoaffect/item/301777,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,livre-postnum,,,,,,,24675607,,,,,,,301731,,,,"300735 | 300949 | 300937 | 300923 | 300921 | 300917 | 300957 | 300947 | 301181 | 300927 | 300959 | 300951 | 300925 | 300935 | 300965 | 300931 | 301183 | 300945 | 300929 | 300967 | 300941 | 300955 | 300919 | 300939 | 300953 | 300943 | 301185 | 300963 | 301187 | 301189 | 300961 | 301191 | 301193 | 301195",,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/livre-postnum,,,,,,,,,,,,,300730,,,,"105592 | 2059 | 1306",2015-01-07T15:05:08Z,,"108369 | 89711 | 102418",,,,,76391,2014-10-01T11:15:20Z,0,,,,"85 | 25 | 22 | 17 | 15 | 14 | 13 | 12 | 11 | 10 | 9 | 6 | 5 | 4 | 3 | 2 | 1",,,,,,,,"2307 | 1863",,,,,,,,,,,
301778,http://localhost/samszo/omk/s/cartoaffect/item/301778,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,ecosysteme,,,,,,,25468299,,,,,,,301732,,,,"300735 | 300917 | 300919 | 300921 | 300923 | 300925 | 300927 | 300929 | 300931 | 300933 | 300935 | 300937 | 300939 | 300941 | 300943 | 300945 | 300947 | 300949 | 300951 | 300953 | 300955 | 300957 | 300959 | 300961 | 300963 | 300965 | 300967",,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/ecosysteme,,,,,,,,,,,,,300730,,,,42372,2014-12-08T16:38:06Z,,89711,,,,,19635,2014-10-20T13:44:10Z,0,,,,"20 | 13 | 7 | 5 | 4 | 3 | 2 | 1",,,,,,,,"1746 | 1430",,,,,,,,,,,
301780,http://localhost/samszo/omk/s/cartoaffect/item/301780,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,fullerene,,,,,,,29180813,,,,,,,301732,,,,300735,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/fullerene,,,,,,,,,,,,,300730,,,,"60862 | 25774 | 14805",2021-01-19T20:54:42Z,,"89711 | 108369 | 96621",,,,,1452,2015-01-13T08:48:15Z,1,,,,7,,,,,,,,"362 | 280",,,,,,,,,,,
301781,http://localhost/samszo/omk/s/cartoaffect/item/301781,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,pololu-dance,,,,,,,30066289,,,,,,,,,,,"301483 | 301485 | 301487 | 301489 | 301491 | 301493 | 301495 | 301497 | 301499 | 301501 | 301503 | 300735 | 301505 | 301507 | 301509 | 301511",,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/pololu-dance,,,,,,,,,,,,,300730,,,,"96530 | 15802",2015-08-29T23:42:44Z,,96621,,,,,348,2015-01-30T09:56:06Z,1,,,,"12 | 10 | 9 | 7 | 6 | 5 | 4 | 3 | 2 | 1",299360,,,,,,,"1201 | 951",,,,,,299440,,,,,
301782,http://localhost/samszo/omk/s/cartoaffect/item/301782,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,gestedit,,,,,,,33857698,,,,,,,301733,,,,"300735 | 300795 | 301093",,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/gestedit,,,,,,,,,,,,,300730,,,,"10339924 | 1839594 | 804288 | 652722 | 30817",2021-10-10T06:04:49Z,,"89711 | 108369 | 102418 | 96621",,,,,55108,2015-04-13T08:48:04Z,1,,,,"87 | 85 | 10",,,,,,,,"551 | 423",,,,,,,,,,,
301783,http://localhost/samszo/omk/s/cartoaffect/item/301783,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,modulonto,,,,,,,35866631,,,,,,,301731,,,,,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/modulonto,,,,,,,,,,,,,300730,,,,0,2015-05-19T07:34:42Z,,,,,,,132,2015-05-19T07:34:42Z,0,,,,,,,,,,,,"116 | 98",,,,,,,,,,,
301784,http://localhost/samszo/omk/s/cartoaffect/item/301784,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,jardindesconnaissances,,,,,,,35866701,,,,,,,301731,,,,300735,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/jardindesconnaissances,,,,,,,,,,,,,300730,,,,"8941285 | 8717193 | 1264590 | 883456 | 777337 | 4373 | 3741",2023-07-15T05:04:16Z,,"108369 | 89711 | 96621 | 158736 | 102418",,,,http://samszo.github.io/jardindesconnaissances/,234159,2015-05-19T07:36:17Z,2,,,,166,,,,,,,,"501 | 375",,,,,,,,,,,
301785,http://localhost/samszo/omk/s/cartoaffect/item/301785,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,pointdevuepistemo,,,,,,,35866774,,,,,,,301732,,,,,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/pointdevuepistemo,,,,,,,,,,,,,300730,,,,"797 | 607",2015-05-19T07:39:20Z,,"89711 | 108369",,,,,164,2015-05-19T07:37:51Z,0,,,,,,,,,,,,"238 | 184",,,,,,,,,,,
301786,http://localhost/samszo/omk/s/cartoaffect/item/301786,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,trombinoscope,,,,,,,35866793,,,,,,,,,,,,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/trombinoscope,,,,,,,,,,,,,300730,,,,"195479 | 24607 | 21594 | 15820",2015-06-19T07:40:12Z,,"89711 | 108369 | 96621 | 102418",,,,,7504,2015-05-19T07:38:13Z,0,,,,,299360,,,,,,,"402 | 302",,,,,,299421,,,,,
301787,http://localhost/samszo/omk/s/cartoaffect/item/301787,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,gevu-project,,,,,,,35866820,,,,,,,299740,,,,,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/gevu-project,,,,,,,,,,,,,300730,,,,0,2015-05-19T07:38:55Z,,,,,,,0,2015-05-19T07:38:55Z,0,,,,,,,,,,,,"158 | 138",,,,,,,,,,,
301788,http://localhost/samszo/omk/s/cartoaffect/item/301788,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,gevu-android,,,,,,,35866834,,,,,,,299740,,,,301095,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/gevu-android,,,,,,,,,,,,,300730,,,,0,2015-05-19T07:39:16Z,,,,,,,116,2015-05-19T07:39:16Z,0,,,,1,,,,,,,,"219 | 191",,,,,,,,,,,
301789,http://localhost/samszo/omk/s/cartoaffect/item/301789,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,gevu-android-mobile,,,,,,,35866852,,,,,,,299740,,,,,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/gevu-android-mobile,,,,,,,,,,,,,300730,,,,178778,2015-05-19T07:42:45Z,,158736,,,,,3016,2015-05-19T07:39:37Z,0,,,,,,,,,,,,"217 | 181",,,,,,,,,,,
301790,http://localhost/samszo/omk/s/cartoaffect/item/301790,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,tagaudio,,,,,,,35866899,,,,,,,301732,,,,,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/tagaudio,,,,,,,,,,,,,300730,,,,"1489509 | 132756 | 33859 | 29059 | 1558",2015-05-19T07:43:08Z,,"108369 | 89711 | 158736 | 96621 | 102418",,,,,5664,2015-05-19T07:40:32Z,0,,,,,,,,,,,,"427 | 313",,,,,,,,,,,
301791,http://localhost/samszo/omk/s/cartoaffect/item/301791,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,navigsemiobiblio,,,,,,,35866918,,,,,,,299733,,,,,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/navigsemiobiblio,,,,,,,,,,,,,300730,,,,377629,2016-09-19T07:43:52Z,,108369,,,,,260,2015-05-19T07:40:52Z,0,,,,,,,,,,,,"217 | 183",,,,,,,,,,,
301792,http://localhost/samszo/omk/s/cartoaffect/item/301792,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,mundimuzik,,,,,,,35866927,,,,,,,301733,,,,,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/mundimuzik,,,,,,,,,,,,,300730,,,,0,2009,,,,,,,132,2007,0,,,,,,,,,,,,"116 | 98",,,,,,,,,,,
301793,http://localhost/samszo/omk/s/cartoaffect/item/301793,Projet,schema:Project,samuel.szoniecky@univ-paris8.fr,true,,,,,gevu,,,,,,,35866957,,,,,,,299740,,,,,,,samszo,,,,,,,,,,,,,,,,,,,,,https://github.com/samszo/gevu,,,,,,,,,,,,,300730,,,,"3085869 | 2535314 | 482026 | 195698 | 193258 | 115342 | 32167 | 21579 | 209",2015-05-19T07:55:08Z,,"108369 | 96621 | 89711 | 158736 | 102418",,,,,108724,2015-05-19T07:41:47Z,0,,,,,,,,,,,,"485 | 361",,,,,,,,,,,
